InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
3589b1ea-7ccd-4c52-9d62-b59aacc0383c,Trudy wanted to write novels for a living.,She wrote one through traditional publishing means.,It barely made enough to cover the advance she had received.,She wrote another through self-publishing avenues.,Trudy hoped self-publishing would be more profitable.,Trudy called her sister and asked her to come to dinner.,
8885172e-3d16-48b4-8c3b-77b00e424dd6,My girlfriend is easily scared.,I love watching horror movies.,I convinced her to watch one with me.,She yelled at one scene and spilled her soda everywhere.,Now we watch horror movies together every day.,I watched the rest of the movie by myself.,
6a65d185-b4fc-4187-b143-d14d0458741d,"It was a sunny day, so Sheila decided to take Fido for a walk.","On the walk, Fido tried to run into a neighbor's yard.",There was a robber in the neighbor's backyard!,Sheila yelled for the robber to stop right there.,She called the cops on her sell and the arrested the robber.,He turned and asked Sheila to go on a date with him.,
f49d9055-9f79-4753-8d74-7a10dce6f3c3,George was taking a hot shower.,"Suddenly, the water became very cold.",George quickly jumped out of the shower.,"Shivering, he used a towel to dry off.",George then felt too hot so he needed to cool off.,He realized that his hot water ran out.,
33978992-6c6f-419d-a271-bd535ef81977,Simon had a kitten called Tiny.,Tiny was mischievous and often pushed things off of furniture.,Once Tiny pushed a glass of the table.,Simon's parents walked in and saw the smashed glass on the floor.,Simon's parents loved Tiny.,Simon's parents were mad at Tiny.,
1ab0cd85-6190-40ea-98d9-26df38965031,Hank decided on a new car.,But he wasn't sure which color to pick.,He thought of how elegant white would look.,So he decided to choose white.,Hank bought a black car.,Hank was disappointed there weren't any white cars left in stock.,
156302c7-290d-441c-810e-e0314a5d077e,Mike was very sleepy and hungry.,But he had to stay up to finish work.,He thought eating food would help him stay up longer.,So he put some bread in his toaster.,When it was done he put in some butter and ate it.,He couldn't figure out what to eat.,
5615cbd5-0302-4d0a-97f3-8bb497c5ae48,Jess was the hall monitor at her school.,And she took pictures of students who broke the rules.,But students complained she was annoying and invasive.,So her camera was taken away.,Jess didn't like taking photos.,Jess was upset that it was taken away.,
e913f412-df86-4f6e-aa58-e6d31846c08c,Lisa was at the beach.,And she saw someone flying a kite.,It looked like a lot of fun.,So Lisa bought a kite of her own.,Lisa blames her mother for choosing such a windy day.,Lisa broke her kite when a seagull got tangled in the line.,
1df4763b-2701-4e20-ac80-8ff9446df35b,Jill bought a pickaxe and went down to the mine.,John saw her on her way.,He told her that women can't work in the mine.,So she swung her pickaxe right through his skull.,John was then very happy.,John then fell down and died.,
c06f2834-6f76-4cf4-a6c9-6cdb349d1d8e,Tim and John decided to drive to their favorite amusement park.,"On the way, their car started to overheat and it broke down.",They found a mechanic to fix the car but it would take a day.,So they found a resort with a pool and swam the day away.,They decided to never return to the resort.,They had more fun at the resort than they would have at the park.,
e51d2264-431a-4495-967f-fe5bed2749cf,"It was midnight, and Lynn's family was asleep.",Lynn and her friends decided to meet some boys in the park.,They decided it would be dangerous to sneak out her room window.,So they went to the basement.,Lynn decided to stay home and play a game.,Lynn and her friends snuck out of the basement door.,
f3e50b87-3890-43d1-9404-2b10eecfcc59,Jenny sat down to open her Easter eggs.,She had collected them during the church Easter egg hunt.,She counted fourteen eggs.,Some had little candies or stickers inside.,The eggs were empty.,Jenny was very happy with the contents of her Easter eggs.,
52b62816-c341-42b9-99c1-3b47bf46049a,I had been giving this homeless man change every day.,He was on the same corner near my house.,"One day, as I was driving through my neighborhood I saw a new car.","Soon enough, I saw the same homeless man emerge from it!",The next day I gave the man twenty dollars.,I never gave the man money again.,
5092b828-4411-4059-9de1-bd329567ce33,Aya wanted to grow her own flowers.,She bought seeds at the garden store.,She planted them and watered them.,Soon she had little sprouts!,Aya was thrilled!,Aya hated plants.,
6b86529b-f2e3-4a62-b16e-1e2ff04a1907,Anne wanted ivy to climb the walls of her house.,She thought it looked quaint and enchanting.,She got small ivy plants and planted them.,Soon they began climbing up her home's walls.,It was just what she wanted.,She was very allergic to poison ivy.,
e4636ae7-727c-4ef7-9f59-e9c3136b57a2,Kimmy loved owls.,She visited a national park with her brother to try to spot them.,They arrived at dusk and sat in their hiding spot.,Soon they saw an amazing sight.,Kimmy saw several owls fly away into the night.,Kimmy turned on her flashlight to scream at the owls in fright.,
dc68009a-6f23-40d3-9a0e-1f17051003fc,Neil stared in horror at his plate.,The slimy pile of eggplant seemed to stare back at him.,No way could he eat that!,"Spying his dog under the table, he began slipping pieces to it.",Neil fed the dog all of his eggplants.,Neil then decided to eat the eggplant himself.,
112e1684-0f40-4d27-9362-657b3ab17699,Alfred was sitting alone in his room when he heard a strange sound.,The sound was getting louder and louder.,Alfred was too scared to investigate the sound.,Suddenly the sound stopped.,Alfred realized it was his dog.,Alfred was disappointed.,
d03e6962-94dc-4256-95fc-044d8e80982b,The black cat saw a small object moving in the grass.,The object was fluttering and darting erratically.,The cat crouched down and carefully stalked its prey.,"Suddenly, he pounced!",The cat jumped in the opposite direction.,The cat caught a mouse.,
f6d2bd4b-659f-4a5c-ac6d-73744a4d3b42,Brandon was given a ten-page research paper to write for class.,He began working on the paper on his 2003 Dell laptop.,Brandon stayed up until 1 in the morning to try and finish his paper.,"Suddenly, his computer crashed and died.",When he finished his paper he went to bed.,"Luckily, he had been saving everything on an external disk.",
25528532-27ab-42cc-a16f-7938450968d6,Tim's truck needed an oil change.,He decided to do it himself to save some money.,"Under the truck, he loosened the plug on the oil pan.","Suddenly, oil poured everywhere!","It created such a mess, maybe it wasn't worth saving the money.",Tim then took another bite of pizza.,
1b74177c-c580-4fa3-adfe-920f1a77f6f5,I went to the beach with several of my friends.,We planned to have a picnic.,We set all our food out and were ready to eat.,"Suddenly, someone ran by and kicked sand everywhere.",The food was ruined.,We were all so grateful.,
230a40b3-1be5-4f71-a3b5-a12f98c58dfa,Stacey was going to the store.,Her mother told her to take an umbrella just in case.,Stacey said it wasn't necessary.,"Sure enough, it started to rain while she was at the store.",She wished she'd listened to her mother's advice.,She blamed her mom for not warning her about the weather.,
5117838a-9421-4d1c-bbfe-d4c6d6bc40a1,"On a rainy evening, Susan parked at a rest stop on the highway to rest.","Inside the rest stop, she saw a strange man looking at her intently.",This made her feel uneasy so she quickly left.,Susan drove in the rain to the very next rest stop and went in.,Susan used the facilities to relieve herself and then rested.,Susan drove back to the last stop to talk to the strange man.,
9dcc613e-053d-41ad-93a3-2def3ade2331,Susie got a baby goat at the fair.,She brought it home.,Her mom said she had to keep it outside.,Susie was worried about the goat.,Susie was angry at the goat.,Susie loved the goat very much.,
db3ce086-abae-4eb1-a4fb-714edc7fe61c,Taj loved to eat McDonald's.,He wrote McDonald's an email appreciating them for their service.,A McDonald's representative was able to reply the next day.,Taj got fifty dollars worth of McDonald's coupons in the mail!,He was sad about getting the coupons.,He invited some friends to have lunch with him at McDonald's.,
2ef5ca53-1144-42f3-8998-a43b2e34325f,Tara was watching the baseball game.,Her TV started to flicker.,The bulb in her television needed to be replaced.,Tara drove down to her local electronics store.,Tara bought a bulb.,Tara got an ice cream.,
cc848b24-3430-4303-8c8e-a4f4a1f28230,Tara argued with her bosses all the time.,She always had differences of opinion with them.,One day she was fired for insubordination.,Tara eventually found a new job.,She argued with her new bosses too.,Tara got a great reference from her old boss.,
62873837-7156-492d-8246-1d5beddb1771,"Ted was seated at the bench at the airport, awaiting his flight.",A family approach Ted and asked him if he could watch something.,They asked him to watch a large box while they looked for their kid.,Ted apologized and got up quickly and walked away.,The family thought Ted was very nice.,The family thought Ted was very rude.,
129d933b-ca5b-4508-bc11-52274a567472,Maddie decided it was time for back to school shopping.,It was mid-August and classes were beginning soon.,She looked up her course requirements and shopping lists.,"Then, she looked through all the ads in the paper for the best deals.",Maddie borrowed all of her school equipment.,She found the best places to shop and purchase all her supplies.,
98629b2e-d271-4864-8141-b51a069417b9,Kelly was nervous today.,It was her first day of school.,She was the new kid.,"Thankfully, however, she made new friends when she got there.",She realized she was going to like the school.,She was in a class with the same kids from last year.,
58fc8f32-6ea4-4fc9-8ca7-98ffe9e7dda4,Yesterday I was at the mall shopping.,"To my dismay, the alarm went on.","Apparently, someone stole clothes.",Thankfully the perpetrator was caught.,I heard on the news that night they sent the kidnapper to prison.,I saw a report about the shoplifter on the news that night.,
b1dd5f1a-0fa4-4010-94a0-c75bc03ab668,Yesterday there was record snowfall.,Four feet of snow came on the ground.,Kelly hoped for a snow day.,Thankfully the school was canceled.,Kelly jumped for joy.,Kelly was disappointed that the school was closed.,
f230fa5f-888d-46bf-8f08-b02f0000bbbf,"One day, I woke up with the worst pain in my throat.",I could barely even swallow!,I went to the doctor and she confirmed that I had strep.,"Thankfully, she gave me antibiotics.",I was nervous when they decided to schedule a surgical procedure.,"A couple of days later, I started to feel better, thank God!",
